Time,Rx_ID,Rx_Delay,Rx_Gap,Inst_Tp,LossRate
1.142,1,0.004033355795,0,875.657,0
1.162,2,0.004033355795,0.02,50000,0
1.182,3,0.004033355795,0.02,50000,0
1.202,4,0.004033355795,0.02,50000,0
1.222,5,0.004033355795,0.02,50000,0
1.242,6,0.004033355795,0.02,50000,0
1.262,7,0.004033355795,0.02,50000,0
1.282,8,0.004033355795,0.02,50000,0
1.302,9,0.004033355795,0.02,50000,0
1.322,10,0.004033355795,0.02,50000,0
1.342,11,0.004033355795,0.02,50000,0
1.362,12,0.004033355795,0.02,50000,0
1.382,13,0.004033355795,0.02,50000,0
1.402,14,0.004033355795,0.02,50000,0
1.422,15,0.004033355795,0.02,50000,0
1.442,16,0.004033355795,0.02,50000,0
1.462,17,0.004033355795,0.02,50000,0
1.482,18,0.004033355795,0.02,50000,0
1.502,19,0.004033355795,0.02,50000,0
1.522,20,0.004033355795,0.02,50000,0
1.542,21,0.004033355795,0.02,50000,0
1.562,22,0.004033355795,0.02,50000,0
1.582,23,0.004033355795,0.02,50000,0
1.602,24,0.004033355795,0.02,50000,0
1.622,25,0.004033355795,0.02,50000,0
1.642,26,0.004033355795,0.02,50000,0
1.662,27,0.004033355795,0.02,50000,0
1.682,28,0.004033355795,0.02,50000,0
1.702,29,0.004033355795,0.02,50000,0
1.722,30,0.004033355795,0.02,50000,0
1.742,31,0.004033355795,0.02,50000,0
1.762,32,0.004033355795,0.02,50000,0
1.782,33,0.004033355795,0.02,50000,0
1.802,34,0.004033355795,0.02,50000,0
1.822,35,0.004033355795,0.02,50000,0
1.842,36,0.004033355795,0.02,50000,0
1.862,37,0.004033355795,0.02,50000,0
1.882,38,0.004033355795,0.02,50000,0
1.902,39,0.004033355795,0.02,50000,0
1.922,40,0.004033355795,0.02,50000,0
1.942,41,0.004033355795,0.02,50000,0
1.962,42,0.004033355795,0.02,50000,0
1.982,43,0.004033355795,0.02,50000,0
2.002,44,0.004033355795,0.02,50000,0
2.022,45,0.004033355795,0.02,50000,0
2.042,46,0.004033355795,0.02,50000,0
2.062,47,0.004033355795,0.02,50000,0
2.082,48,0.004033355795,0.02,50000,0
2.102,49,0.004033355795,0.02,50000,0
2.122,50,0.004033355795,0.02,50000,0
2.142,51,0.004033355795,0.02,50000,0
2.162,52,0.004033355795,0.02,50000,0
2.182,53,0.004033355795,0.02,50000,0
2.202,54,0.004033355795,0.02,50000,0
2.222,55,0.004033355795,0.02,50000,0
2.242,56,0.004033355795,0.02,50000,0
2.262,57,0.004033355795,0.02,50000,0
2.282,58,0.004033355795,0.02,50000,0
2.302,59,0.004033355795,0.02,50000,0
2.322,60,0.004033355795,0.02,50000,0
2.342,61,0.004033355795,0.02,50000,0
2.362,62,0.004033355795,0.02,50000,0
2.382,63,0.004033355795,0.02,50000,0
2.402,64,0.004033355795,0.02,50000,0
2.422,65,0.004033355795,0.02,50000,0
2.442,66,0.004033355795,0.02,50000,0
2.462,67,0.004033355795,0.02,50000,0
2.482,68,0.004033355795,0.02,50000,0
2.502,69,0.004033355795,0.02,50000,0
2.522,70,0.004033355795,0.02,50000,0
2.542,71,0.004033355795,0.02,50000,0
2.562,72,0.004033355795,0.02,50000,0
2.582,73,0.004033355795,0.02,50000,0
2.602,74,0.004033355795,0.02,50000,0
2.622,75,0.004033355795,0.02,50000,0
2.642,76,0.004033355795,0.02,50000,0
2.662,77,0.004033355795,0.02,50000,0
2.682,78,0.004033355795,0.02,50000,0
2.702,79,0.004033355795,0.02,50000,0
2.722,80,0.004033355795,0.02,50000,0
2.742,81,0.004033355795,0.02,50000,0
2.762,82,0.004033355795,0.02,50000,0
2.782,83,0.004033355795,0.02,50000,0
2.802,84,0.004033355795,0.02,50000,0
2.822,85,0.004033355795,0.02,50000,0
2.842,86,0.004033355795,0.02,50000,0
2.862,87,0.004033355795,0.02,50000,0
2.882,88,0.004033355795,0.02,50000,0
2.902,89,0.004033355795,0.02,50000,0
2.922,90,0.004033355795,0.02,50000,0
2.942,91,0.004033355795,0.02,50000,0
2.962,92,0.004033355795,0.02,50000,0
2.982,93,0.004033355795,0.02,50000,0
3.002,94,0.004033355795,0.02,50000,0
3.022,95,0.004033355795,0.02,50000,0
3.042,96,0.004033355795,0.02,50000,0
3.062,97,0.004033355795,0.02,50000,0
3.082,98,0.004033355795,0.02,50000,0
3.102,99,0.004033355795,0.02,50000,0
